"grid_point","Year","Objective","type1_biome","type2_vegetation_community","type3_vegetation_indicators","type4_indicators_history","OBJECTID","Action","Method","Type","layer","bird_MS_pt"
167,NA,NA,"rangeland","shrubland","other shrub deciduous","other shrub deciduous",NA,NA,NA,NA,NA,NA
168,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
169,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
170,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
171,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
172,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
173,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
174,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
175,"2013","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Biological","Biocontrol","Cyphocleonus achates","WC_2013","bird_MS_pt"
175,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",157,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
175,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",135,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
176,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
176,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",31,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
176,"2012","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",39,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
176,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"spot","WC_2015","bird_MS_pt"
176,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",156,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
176,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",135,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
176,"2021","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",2,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
177,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
177,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",76,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
177,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",244,"Seeding","Hand seed","bare seed","RV_2017","bird_MS_pt"
177,"2016","Vegetation Management","rangeland","grassland","former cultivated","forage grass restoration",6,"Other","Road Maintenance","Rotary Mower","VM_2016","bird_MS_pt"
177,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
177,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",31,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
177,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",39,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
177,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",102,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
177,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",117,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
177,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",2,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
178,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",43,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
178,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",349,"Live Plant","Container","Mix","RV_2015","bird_MS_pt"
178,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",384,"Seeding","Drill","continuous","RV_2018","bird_MS_pt"
178,"2020","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",299,"Seeding","Drill","continuous","RV_2020","bird_MS_pt"
178,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",4,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
178,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",43,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
178,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",117,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
178,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",56,"Chemical","post-emergent","broadcast","WC_2020","bird_MS_pt"
179,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015","bird_MS_pt"
179,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",108,"Chemical","post-emergent","spot","WC_2018","bird_MS_pt"
179,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",11,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
179,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",23,"Chemical","pre-emergent","broadcast","WC_2021","bird_MS_pt"
180,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"broadcast","WC_2015","bird_MS_pt"
180,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",108,"Chemical","post-emergent","spot","WC_2018","bird_MS_pt"
180,"2021","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",11,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
181,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",108,"Chemical","post-emergent","spot","WC_2018","bird_MS_pt"
181,"2021","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",23,"Chemical","pre-emergent","broadcast","WC_2021","bird_MS_pt"
182,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
183,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
184,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
185,"2011","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Live Plant","Container","PINFLE","RV_2011",NA
186,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
187,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
188,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",37,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
189,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
189,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",5,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
189,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
189,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
189,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",39,"Cultural","Burn","prep","WC_2012","bird_MS_pt"
189,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",169,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
190,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",76,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
190,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
190,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",96,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
190,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",134,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
190,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",50,"Chemical","pre-emergent","broadcast","WC_2020","bird_MS_pt"
190,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",1,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
191,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",76,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
191,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
191,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"broadcast","WC_2015","bird_MS_pt"
191,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",161,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
191,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",96,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
191,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",59,"Chemical","post-emergent","broadcast","WC_2020","bird_MS_pt"
191,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",1,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
192,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",113,"Seeding","Drill","continuous","RV_2017","bird_MS_pt"
192,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
192,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015","bird_MS_pt"
192,"2019","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",90,"Chemical","pre-emergent","broadcast","WC_2019","bird_MS_pt"
192,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","post-emergent","broadcast","WC_2022","bird_MS_pt"
193,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",113,"Seeding","Drill","continuous","RV_2017",NA
193,"2019","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",399,"Seeding","Drill","islands","RV_2019",NA
193,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
193,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015",NA
193,"2019","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",90,"Chemical","pre-emergent","broadcast","WC_2019",NA
194,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",113,"Seeding","Drill","continuous","RV_2017",NA
194,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
194,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015",NA
194,"2019","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",90,"Chemical","pre-emergent","broadcast","WC_2019",NA
194,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",23,"Chemical","pre-emergent","broadcast","WC_2021",NA
195,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",113,"Seeding","Drill","continuous","RV_2017",NA
195,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015",NA
195,"2019","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",90,"Chemical","pre-emergent","broadcast","WC_2019",NA
196,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
197,"2012","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",331,"Seeding","Drill","continuous","RV_2012","bird_MS_pt"
197,"2019","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",291,"Seeding","Drill","continuous","RV_2019","bird_MS_pt"
197,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",154,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
197,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",103,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
198,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",54,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
198,"2016","Vegetation Management","rangeland","grassland","former cultivated","forage grass restoration",208,"Barrier","Buck-N-Rail","Buck-N-Rail","VM_2016","bird_MS_pt"
198,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",118,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
198,"2021","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",20,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
199,"2015","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",76,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
199,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
199,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"broadcast","WC_2015","bird_MS_pt"
199,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",161,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
199,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",134,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
199,"2020","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",59,"Chemical","post-emergent","broadcast","WC_2020","bird_MS_pt"
199,"2021","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",1,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
200,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",76,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
200,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
200,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",161,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
200,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",134,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
200,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",184,"Chemical","post-emergent","spot","WC_2022","bird_MS_pt"
201,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
201,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
201,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",134,"Chemical","pre-emergent","broadcast","WC_2018",NA
201,"2019","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",90,"Chemical","pre-emergent","broadcast","WC_2019",NA
201,"2022","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",184,"Chemical","post-emergent","spot","WC_2022",NA
202,"2019","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",288,"Seeding","Drill","islands","RV_2019",NA
202,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
202,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
202,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",111,"Chemical","pre-emergent","broadcast","WC_2018",NA
203,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
203,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
203,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",111,"Chemical","pre-emergent","broadcast","WC_2018",NA
204,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
204,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
204,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
205,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
206,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
207,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
208,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,NA
209,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,NA
210,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
211,"2012","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
211,"2016","Weed Control","forest","riparian","riparian woodland","riparian woodland",186,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
212,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",83,"Seeding","Drill","continuous","RV_2017",NA
212,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",45,"Cultural","Burn","prep","WC_2013",NA
212,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",112,"Chemical","pre-emergent","broadcast","WC_2018",NA
212,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical","post-emergent","spot","WC_2022",NA
213,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
213,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
213,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
214,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
214,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
214,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
215,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
216,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
217,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
218,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
219,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
220,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,NA
221,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
222,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
223,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
224,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
224,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",186,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
224,"2019","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",76,"Chemical","post-emergent","spot","WC_2019","bird_MS_pt"
225,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
225,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
225,"2012","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",20,"Seeding","Drill","continuous","RV_2012","bird_MS_pt"
225,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",27,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
225,"2016","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",1,"Other","forage production","Rotary Mower","VM_2016","bird_MS_pt"
225,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
225,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
226,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
226,"2011","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Live Plant","Container","Mix","RV_2011","bird_MS_pt"
226,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
226,"2012","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",22,"Seeding","Drill","continuous","RV_2012","bird_MS_pt"
226,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",27,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
226,"2016","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",1,"Other","forage production","Rotary Mower","VM_2016","bird_MS_pt"
226,"2011","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
226,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
226,"2016","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",189,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
227,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",61,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
227,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",255,"Seeding","Drill","continuous","RV_2018","bird_MS_pt"
227,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",45,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
227,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",95,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
227,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",111,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
227,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2022","bird_MS_pt"
228,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",61,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
228,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",255,"Seeding","Drill","continuous","RV_2018","bird_MS_pt"
228,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
228,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",45,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
228,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",95,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
228,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",111,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
228,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2022","bird_MS_pt"
229,"2015","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",76,"Seeding","Drill","continuous","RV_2015",NA
229,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
229,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
229,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",111,"Chemical","pre-emergent","broadcast","WC_2018",NA
230,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
231,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
232,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
233,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
233,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",131,"Chemical","pre-emergent","broadcast","WC_2018",NA
234,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
235,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
236,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
237,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
238,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
239,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
240,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
240,"2021","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",314,"Seeding","Drill","islands","RV_2021","bird_MS_pt"
